female,race3,ageyr,educ,hhinc,voteplan,votechoice,FT_obama,FT_mccain,FT_biden,FT_palin,FT_Dparty,FT_Rparty,economy,environ,iraqwar,hopeBP,readyBP
0,0,43,3,13,2,2,50,85,50,85,50,100,2,1,1,1,0
0,0,25,3,13,1,1,100,0,NA,15,100,0,4,4,4,1,1
1,0,65,3,7,2,0,40,15,NA,NA,85,30,4,NA,3,0,0
1,1,65,4,19,1,1,100,15,85,50,100,15,4,4,4,1,1
0,0,50,6,22,2,2,0,100,0,100,0,100,1,1,1,0,0
1,2,49,3,22,2,NA,30,50,50,85,50,50,4,4,4,1,0
1,0,47,6,25,2,2,0,85,15,100,0,100,1,1,1,1,1
1,0,36,5,23,1,0,70,60,50,70,50,50,1,4,NA,1,0
1,1,48,5,18,1,1,100,30,70,15,85,50,4,2,4,1,1
0,0,35,3,10,2,0,50,50,50,50,50,50,NA,NA,4,0,0
1,0,59,3,11,NA,2,40,50,15,0,60,30,4,1,4,0,1
0,0,33,4,17,2,2,40,85,50,100,40,70,4,3,4,0,0
0,0,54,2,18,1,0,15,50,50,50,70,40,4,4,4,1,0
0,0,21,4,16,3,0,60,60,NA,NA,85,60,3,NA,4,0,0
1,1,62,2,3,1,1,100,NA,NA,NA,30,0,4,3,4,1,1
1,1,22,3,14,1,1,100,0,85,0,70,15,4,3,4,1,0
1,1,38,5,10,1,1,100,40,NA,NA,50,50,4,4,4,1,1
1,1,36,3,11,1,1,100,30,50,50,85,50,4,3,4,1,0
0,1,37,3,2,1,1,70,15,85,50,60,0,4,2,4,1,1
1,1,50,4,3,1,1,100,60,85,60,85,60,4,4,4,1,0
0,1,67,4,3,1,1,100,70,60,50,100,70,3,3,4,1,1
1,1,26,1,4,1,NA,85,40,NA,NA,60,0,4,4,4,1,1
0,1,45,2,4,1,1,70,50,NA,60,50,60,4,3,2,1,1
1,1,39,3,15,1,NA,100,60,100,NA,100,15,4,1,4,1,1
0,1,57,4,13,1,0,70,40,60,50,60,50,4,2,4,1,1
0,1,27,2,1,1,1,100,30,NA,NA,100,10,4,4,4,1,1
0,1,37,3,14,1,1,100,30,70,50,85,50,4,4,4,1,1
1,1,49,2,NA,3,0,75,NA,NA,NA,50,20,3,4,4,0,0
1,1,56,3,4,1,1,100,0,100,0,100,0,4,4,4,1,1
1,2,37,4,24,1,1,50,50,50,30,50,50,4,4,4,1,1
0,1,58,6,18,1,1,85,15,50,30,60,30,4,4,4,1,1
1,1,44,7,NA,1,1,100,40,60,70,100,30,4,4,4,1,0
1,1,21,4,19,1,0,85,50,60,40,70,50,4,2,4,0,0
1,1,41,4,19,1,1,100,0,100,70,100,0,4,1,4,1,1
0,1,36,6,12,1,1,85,30,70,15,70,15,4,3,4,1,0
0,1,67,4,19,1,1,85,40,NA,NA,85,50,4,NA,4,1,0
0,0,NA,7,NA,NA,NA,15,85,50,100,60,70,NA,4,4,NA,1
0,1,68,3,NA,1,1,85,15,85,15,100,40,4,4,4,1,1
0,1,45,6,24,1,1,100,30,70,0,85,15,4,4,4,1,1
1,1,39,7,19,1,1,100,0,60,0,70,0,4,4,4,1,1
1,1,24,4,17,1,1,60,15,NA,NA,70,15,4,NA,4,1,0
0,1,44,4,22,1,1,100,0,60,50,100,15,4,3,4,1,1
1,1,63,4,18,1,1,100,0,85,0,70,0,4,4,4,1,0
0,1,25,4,16,1,1,85,50,70,50,60,40,4,4,4,1,1
0,1,NA,3,NA,1,NA,90,50,70,50,80,60,4,3,4,1,1
1,0,81,4,6,2,2,30,70,30,70,40,60,4,4,1,1,1
0,0,51,2,12,1,NA,100,50,NA,NA,100,0,4,4,4,1,1
0,2,40,2,14,1,0,30,50,NA,50,50,50,4,2,4,0,0
1,0,49,3,4,1,0,50,0,40,NA,100,0,4,4,4,0,0
1,0,57,2,10,1,1,100,0,100,0,100,0,4,4,4,1,1
1,0,NA,5,17,0,0,50,60,NA,40,50,50,4,NA,NA,NA,1
0,0,23,2,7,2,2,15,85,40,100,15,85,3,2,1,0,1
1,0,57,3,12,1,1,85,50,50,50,85,15,4,4,4,1,1
0,0,27,5,21,3,1,60,60,50,50,50,50,4,4,1,NA,1
1,0,47,2,3,0,0,60,60,NA,60,100,60,4,3,4,1,1
1,0,34,6,18,1,1,85,15,70,30,85,15,4,4,4,1,1
0,0,73,3,10,2,2,15,100,70,100,70,0,4,4,4,0,0
0,0,81,2,8,1,0,50,40,60,40,40,40,4,NA,4,1,1
1,0,31,5,18,2,2,0,75,25,75,25,75,NA,1,1,0,0
1,0,58,7,16,1,1,85,60,60,50,70,40,4,4,4,1,1
0,0,67,3,12,0,2,40,50,NA,40,30,40,4,NA,4,0,0
1,0,43,5,12,1,NA,75,60,50,60,50,50,4,2,4,1,1
0,0,72,3,NA,2,NA,15,100,0,100,15,85,3,4,1,NA,0
0,0,51,3,15,2,1,50,40,1,1,40,40,4,2,4,0,1
1,0,23,3,14,1,1,70,60,60,50,50,70,4,4,4,1,0
1,0,60,3,4,1,0,80,10,80,50,95,50,4,4,4,1,0
0,0,73,3,7,1,NA,100,30,70,15,85,0,4,4,4,1,1
1,0,79,3,14,2,NA,50,60,50,70,NA,60,NA,3,3,0,0
1,0,34,3,17,0,2,50,60,40,50,60,70,NA,NA,NA,1,1
0,0,41,3,18,2,0,0,85,15,70,30,70,4,1,4,0,0
0,0,78,3,11,2,NA,0,50,0,NA,NA,50,2,4,4,0,0
1,0,76,2,10,1,1,100,70,100,70,60,30,4,4,4,1,1
0,0,30,3,10,1,1,85,15,85,30,85,15,4,4,3,1,1
1,0,39,2,17,2,0,60,60,NA,70,60,50,4,2,NA,1,0
0,0,28,4,13,0,NA,50,40,NA,NA,85,30,3,4,4,NA,1
0,1,73,3,10,1,1,85,50,NA,NA,100,50,4,4,4,1,1
1,1,64,4,9,1,1,70,0,60,40,70,50,4,4,4,1,0
0,1,48,2,10,1,1,100,0,100,0,100,0,4,4,4,1,1
0,1,48,6,12,1,0,100,40,70,15,85,30,4,3,4,1,1
0,1,48,5,4,1,1,100,50,85,60,85,50,4,3,4,1,1
0,0,44,4,7,1,0,85,30,70,40,70,30,4,4,4,1,1
1,1,57,4,15,1,1,85,0,60,0,60,0,4,4,4,1,0
0,1,24,2,7,1,1,85,50,70,0,85,15,4,4,4,1,1
0,0,34,3,NA,3,0,50,50,NA,NA,50,NA,4,4,4,1,1
1,0,23,4,18,3,0,60,70,NA,NA,50,50,4,NA,4,1,1
1,1,33,2,9,1,0,85,40,70,15,100,50,4,3,4,1,0
1,1,23,3,5,1,0,100,15,NA,40,85,0,4,3,2,1,1
0,0,38,3,17,1,1,60,0,NA,NA,50,50,4,4,4,1,1
1,0,52,3,12,1,1,70,30,NA,70,100,15,4,4,4,1,1
0,0,48,3,15,1,0,70,40,NA,30,70,30,3,4,4,1,1
0,0,43,3,18,1,0,NA,NA,NA,NA,NA,NA,4,NA,4,1,1
0,0,70,2,8,1,NA,70,0,NA,NA,60,60,4,4,4,0,1
1,0,64,3,17,1,1,85,30,85,50,70,60,4,NA,2,1,1
0,0,32,2,13,1,0,85,15,50,15,60,0,4,4,4,1,1
1,0,82,1,12,0,0,30,50,50,60,60,60,3,3,4,0,1
1,0,64,2,14,2,2,15,100,15,85,30,85,1,1,1,1,1
1,0,57,4,13,2,2,60,100,50,100,0,70,1,1,1,1,1
1,0,52,3,7,2,2,0,100,NA,85,0,100,1,1,1,NA,0
1,0,29,2,9,1,1,85,0,NA,15,85,0,4,NA,4,1,0
0,0,20,3,14,1,0,70,50,NA,NA,100,15,4,4,4,1,0
1,0,48,3,10,1,0,70,0,NA,15,30,15,4,4,4,1,0
0,0,53,3,11,3,0,50,55,15,40,30,30,2,3,4,0,0
0,0,61,4,14,1,1,70,60,60,40,70,0,4,4,4,1,1
1,0,91,4,9,3,2,50,50,50,85,50,50,NA,2,NA,NA,NA
0,2,52,2,15,0,0,NA,NA,NA,3,100,100,1,1,NA,NA,1
1,0,91,1,4,2,0,15,75,NA,NA,85,30,3,3,4,0,0
1,0,72,4,8,1,NA,100,50,100,70,100,50,4,4,4,1,1
0,0,30,3,14,1,0,85,60,NA,NA,50,50,3,2,3,1,1
0,2,49,4,18,1,0,60,40,0,60,70,40,4,2,4,0,1
1,0,49,4,4,3,0,70,70,NA,NA,50,50,1,1,1,0,0
0,0,31,3,17,3,NA,50,50,70,50,70,30,NA,NA,NA,0,0
0,1,55,3,19,2,0,30,50,60,60,60,40,4,1,1,1,0
0,2,60,4,11,2,2,60,70,50,70,70,85,1,2,1,0,1
0,0,40,2,10,2,2,30,60,NA,50,50,50,4,NA,4,0,0
0,0,45,6,7,2,2,15,75,30,90,35,65,2,2,1,1,1
1,0,53,5,NA,2,2,15,85,30,85,0,85,2,1,1,NA,0
1,0,57,5,17,2,2,60,70,50,60,60,85,3,3,3,1,0
1,0,44,6,22,1,1,60,30,50,50,70,30,4,NA,3,NA,0
1,0,54,6,17,2,2,15,40,30,70,30,40,4,4,4,0,0
0,0,47,6,22,2,2,40,60,40,70,30,70,2,3,2,NA,1
1,0,82,3,15,1,1,60,30,60,30,60,40,4,4,4,1,0
1,0,62,7,13,2,0,30,85,50,85,30,60,4,2,1,1,1
0,0,59,6,18,1,0,85,60,70,50,60,30,4,2,4,1,1
0,0,32,4,18,1,1,100,40,50,40,60,60,2,4,4,1,1
0,0,58,3,13,1,1,100,85,NA,NA,100,70,4,4,4,1,1
1,0,49,6,25,2,NA,15,60,NA,85,50,60,2,2,1,0,0
1,0,72,3,12,1,1,60,40,85,60,85,15,4,3,4,1,0
1,0,36,6,19,2,2,0,85,30,85,15,85,3,1,1,NA,1
0,1,23,2,1,1,NA,100,50,NA,40,100,50,3,1,4,1,1
0,1,72,2,8,2,1,50,15,100,70,40,85,4,4,4,1,1
1,1,80,1,4,1,1,100,50,75,0,100,0,4,4,4,1,1
0,1,83,1,7,1,1,100,NA,85,NA,100,70,3,3,4,1,1
1,1,77,1,10,1,1,85,15,NA,60,50,30,4,4,4,1,1
1,1,36,3,15,1,1,100,50,100,30,100,40,1,NA,1,1,1
1,1,33,4,18,1,1,100,70,70,NA,85,40,4,1,4,1,1
1,1,84,1,6,1,1,NA,0,NA,NA,85,0,4,4,4,1,1
0,1,55,2,9,1,NA,85,60,70,70,85,70,3,1,4,1,1
0,1,47,3,8,1,1,85,60,85,60,60,50,4,4,4,1,1
0,1,35,5,10,1,1,100,50,85,50,65,42,4,2,4,1,1
0,1,58,3,10,1,1,100,30,85,15,100,30,4,4,4,1,1
1,1,59,2,8,1,1,100,50,85,NA,100,50,4,1,4,1,1
1,1,47,4,11,1,1,100,50,85,NA,100,40,4,4,4,1,1
0,1,63,2,9,1,1,70,40,50,0,70,15,4,4,4,1,1
1,1,32,3,3,1,1,85,50,NA,NA,100,50,4,NA,4,1,1
0,1,54,3,10,1,1,70,85,60,50,100,85,4,1,4,1,0
1,1,65,2,14,1,1,100,70,NA,NA,100,40,4,4,4,1,1
0,1,58,3,9,1,0,50,60,NA,NA,85,70,1,1,1,1,1
1,1,41,6,18,1,1,100,15,100,0,100,40,4,4,4,1,1
0,1,33,1,11,2,0,15,30,NA,NA,15,40,4,1,3,0,0
1,1,74,4,7,1,NA,85,65,50,30,70,50,4,4,4,1,1
1,1,30,6,10,1,1,50,50,NA,NA,60,40,4,1,4,1,0
0,1,57,3,12,1,1,100,40,70,50,100,20,4,1,4,1,1
0,1,41,4,15,1,1,100,0,100,15,70,15,4,3,4,1,1
1,1,46,2,8,1,1,100,100,50,NA,100,60,1,4,4,1,1
0,1,47,4,NA,1,1,70,60,NA,NA,100,60,3,NA,4,1,1
1,1,54,4,4,1,0,100,30,NA,NA,100,50,4,NA,4,1,1
1,1,78,7,17,1,1,100,70,85,50,100,70,4,3,3,1,1
0,1,82,2,4,1,0,100,0,100,NA,100,0,4,NA,4,1,1
0,1,31,3,25,1,1,85,50,NA,50,85,15,4,1,4,1,1
1,1,31,4,11,1,NA,100,50,NA,50,85,60,4,4,4,1,1
1,1,22,4,10,3,NA,70,50,NA,60,70,60,4,1,4,1,1
0,1,32,3,17,1,1,60,0,NA,NA,40,50,4,4,4,1,0
1,1,50,2,3,1,1,70,50,NA,NA,60,40,4,3,4,1,0
1,1,29,4,2,1,1,85,60,50,60,85,60,1,4,4,1,1
0,1,45,3,11,1,1,100,0,85,0,100,50,4,4,4,1,1
1,1,47,3,2,1,0,100,50,70,70,100,15,4,4,4,1,1
1,1,26,3,7,1,1,85,40,NA,70,85,70,2,1,4,1,1
0,1,25,3,1,1,0,100,50,0,30,60,70,3,3,3,1,1
0,1,43,6,8,1,1,70,60,50,40,60,40,4,1,4,1,0
1,1,18,3,2,1,0,85,70,50,50,70,70,NA,NA,4,0,1
1,1,44,3,12,1,0,50,30,NA,NA,70,0,4,4,4,1,NA
1,1,53,2,10,1,1,100,0,NA,50,85,50,4,4,4,1,1
0,1,38,2,14,1,1,85,70,50,50,70,40,4,4,4,1,1
1,1,79,3,8,1,1,85,60,70,30,85,70,3,4,4,1,1
1,1,55,3,18,NA,1,70,50,NA,50,60,50,4,NA,4,1,1
1,1,44,4,17,1,1,100,50,80,0,90,0,4,4,4,1,1
0,1,53,3,4,1,1,60,40,NA,NA,100,30,4,4,4,1,1
1,1,69,3,3,1,1,100,0,100,0,100,0,4,4,4,1,1
0,1,35,3,11,1,NA,100,50,100,50,50,60,3,3,4,1,0
0,1,28,3,NA,0,0,50,50,50,50,NA,NA,4,4,4,1,0
1,1,25,2,7,1,0,85,70,NA,NA,NA,NA,4,4,4,1,1
0,1,70,3,6,1,1,100,0,NA,NA,100,0,4,4,4,0,1
0,1,48,2,5,1,0,50,30,NA,40,50,40,4,4,4,1,1
0,1,46,2,8,1,NA,60,50,30,40,40,30,3,1,3,1,1
1,1,60,3,11,NA,1,70,70,NA,NA,100,85,2,2,4,1,1
0,0,47,5,14,2,2,40,85,50,40,50,50,4,4,1,0,0
1,0,57,7,16,2,2,60,85,30,70,40,40,3,1,2,1,0
1,0,30,5,15,2,2,30,70,50,70,50,50,4,3,2,0,0
1,0,56,3,14,0,NA,60,60,NA,85,85,30,4,4,NA,NA,NA
0,0,46,7,24,2,2,15,70,15,90,20,65,2,3,2,1,1
1,0,49,3,7,1,1,50,50,50,50,60,40,4,1,4,1,0
0,0,47,3,17,2,0,15,70,40,100,60,85,4,4,1,NA,1
0,0,31,3,23,2,NA,25,25,50,25,25,25,2,2,1,NA,1
1,0,58,3,13,3,1,100,100,NA,100,100,50,4,4,4,1,1
1,0,31,4,17,2,2,55,70,0,40,50,50,4,NA,2,1,0
1,0,58,3,6,3,1,60,50,60,70,100,0,4,4,4,NA,1
1,0,NA,5,23,0,2,40,50,50,100,85,85,3,1,1,NA,NA
1,0,50,3,7,1,0,50,30,40,80,50,50,3,4,2,1,1
1,0,37,3,12,NA,0,50,50,NA,50,50,50,NA,3,4,1,1
0,0,32,5,19,2,2,0,60,0,70,0,85,2,NA,1,0,0
0,0,77,6,12,2,2,0,85,30,100,0,50,1,1,1,0,0
0,0,NA,3,7,3,0,50,50,NA,NA,70,0,3,2,4,1,0
1,0,28,3,3,2,2,60,50,50,50,50,50,3,2,3,0,1
0,0,23,5,18,2,2,30,50,NA,NA,50,50,4,2,4,0,0
0,0,60,5,21,2,2,30,40,15,85,15,60,4,3,1,1,1
0,0,81,5,8,2,2,15,70,40,NA,70,50,1,3,4,0,1
1,0,64,3,4,2,2,50,40,50,85,40,40,4,4,4,0,1
1,0,52,3,19,2,0,0,85,40,85,15,70,2,2,1,0,0
0,0,56,3,19,2,0,0,70,0,70,0,70,1,3,1,0,1
0,0,59,3,7,2,2,40,70,NA,NA,70,50,4,2,4,0,0
1,0,66,2,1,1,0,70,60,NA,50,70,50,3,4,4,1,1
0,0,32,5,18,2,2,50,60,60,70,60,60,2,2,3,0,1
0,0,37,3,18,1,1,70,60,NA,70,60,50,4,4,1,1,1
1,2,38,6,8,1,1,60,40,NA,NA,60,40,2,3,4,NA,1
1,0,41,5,17,1,1,60,40,30,60,70,15,4,4,4,1,1
1,0,65,5,11,1,1,100,30,85,40,100,15,4,3,4,1,1
0,2,20,5,17,1,0,60,50,NA,50,50,70,4,3,4,1,0
1,0,62,3,18,1,1,70,60,40,40,60,40,4,2,2,1,0
0,2,40,3,11,1,0,70,70,NA,70,85,70,2,2,2,1,1
0,0,52,7,18,1,1,75,10,60,0,40,0,4,4,4,0,0
1,0,84,3,9,1,NA,50,50,80,50,80,50,4,4,4,0,1
1,0,26,7,25,2,NA,15,85,30,85,30,85,4,1,2,1,1
1,0,61,7,18,2,2,15,70,60,60,0,15,4,4,2,1,0
0,0,30,4,14,2,0,50,60,50,75,20,60,3,2,1,1,0
1,0,41,6,18,2,2,0,100,30,100,0,100,3,1,1,1,1
0,0,60,6,15,1,1,80,50,80,20,80,20,4,3,4,1,1
1,0,60,7,NA,1,1,70,40,60,15,60,15,4,4,4,1,1
1,0,40,6,19,1,1,70,50,70,50,100,100,4,4,4,1,NA
1,0,58,7,22,1,1,100,30,100,0,100,15,4,4,4,1,1
1,0,58,7,24,1,1,70,60,60,40,60,60,4,4,4,1,1
1,0,46,6,18,1,1,85,60,85,0,70,30,4,4,4,1,1
0,0,45,7,25,2,NA,30,85,15,60,15,60,3,NA,1,0,1
0,0,61,6,23,2,2,40,85,60,60,30,30,4,4,2,0,1
1,2,19,4,25,0,1,60,30,85,70,70,60,3,NA,4,NA,0
0,1,60,7,24,1,1,95,45,85,5,70,20,4,4,4,1,1
1,0,58,7,18,1,1,85,40,70,15,70,40,4,1,2,1,1
0,0,31,6,23,2,2,15,85,0,100,0,70,3,2,1,0,1
0,0,70,7,21,2,2,30,60,50,50,30,40,3,3,4,0,1
1,0,38,5,11,1,0,60,50,50,NA,100,60,4,1,NA,1,0
1,0,58,3,18,1,1,60,0,30,15,60,60,4,2,4,0,0
1,0,66,6,24,2,2,15,85,0,100,50,70,1,NA,1,1,1
1,0,49,4,17,0,2,50,50,NA,50,50,50,1,1,4,1,1
1,0,58,3,7,2,2,50,50,50,50,50,50,3,NA,1,NA,1
1,0,62,3,14,0,1,50,50,50,0,50,50,4,4,4,0,NA
1,0,51,4,12,1,1,100,0,60,15,85,0,4,4,4,1,1
1,0,34,3,17,1,0,60,40,60,40,70,30,4,NA,4,0,0
0,0,34,3,22,1,1,60,0,50,NA,100,0,4,NA,4,1,0
0,0,54,7,24,2,NA,40,80,30,70,30,60,4,3,2,1,0
0,0,47,3,7,1,1,70,15,NA,NA,100,0,4,4,1,0,0
1,1,27,3,NA,1,1,100,50,NA,NA,50,50,4,4,4,1,1
1,1,35,4,17,1,1,100,0,NA,NA,100,0,4,4,4,1,1
1,1,45,2,3,1,1,100,70,NA,NA,100,30,2,3,3,0,0
1,1,39,2,3,1,0,60,NA,NA,60,0,0,4,4,4,0,1
1,1,20,2,4,1,1,100,50,NA,0,60,100,4,4,4,1,0
1,1,22,2,1,1,NA,70,50,NA,NA,NA,NA,4,4,3,1,0
0,1,48,5,16,0,1,40,60,50,50,60,60,4,4,4,NA,0
1,1,52,5,3,1,1,100,0,85,50,100,15,4,4,4,1,1
1,1,80,3,NA,1,NA,85,40,NA,NA,50,60,4,4,4,1,NA
1,1,63,4,13,1,1,85,15,85,50,100,0,4,4,4,1,1
0,1,43,3,1,1,1,60,50,60,48,80,30,4,4,4,1,0
1,1,62,5,NA,1,1,100,50,85,50,60,60,4,4,4,1,NA
1,1,52,5,1,1,1,100,0,85,0,85,0,4,4,4,1,1
0,1,43,2,6,2,1,60,60,NA,60,70,30,3,4,4,0,0
0,1,19,3,14,1,1,100,0,100,0,100,0,4,4,4,1,1
0,1,55,3,20,1,1,100,0,100,0,100,0,4,4,4,1,1
1,1,54,4,13,1,1,100,0,100,0,100,15,4,4,4,1,1
1,NA,80,1,NA,1,NA,60,40,NA,NA,100,50,NA,NA,4,1,1
1,1,59,5,13,1,1,100,30,85,30,100,0,4,4,4,1,1
1,1,50,4,17,1,1,100,15,NA,30,100,0,4,NA,4,1,1
0,1,55,2,5,1,NA,100,15,85,0,100,0,3,4,4,1,1
1,1,76,4,12,1,1,100,0,85,30,85,0,4,4,4,1,0
1,1,59,7,9,1,1,100,30,85,30,100,15,4,4,4,1,1
0,2,79,3,NA,1,1,100,60,85,50,100,40,4,2,4,1,1
1,1,57,5,8,0,2,75,70,75,NA,60,60,4,1,4,1,1
1,1,78,7,NA,1,NA,85,60,85,50,100,70,4,NA,4,1,1
0,1,56,3,9,1,1,100,50,NA,NA,85,30,4,3,4,1,1
0,1,34,3,NA,1,1,50,30,NA,NA,50,50,4,4,2,1,1
1,1,75,2,8,1,1,70,50,60,50,100,50,4,3,4,1,1
1,1,62,2,11,1,1,100,0,NA,30,100,0,4,4,4,1,1
1,1,82,3,7,1,1,50,60,60,50,45,55,4,2,4,1,1
1,1,53,3,2,1,1,60,60,60,60,60,60,4,4,3,1,1
0,1,73,1,15,1,1,50,40,NA,40,60,15,4,4,4,1,0
0,1,82,2,1,1,1,100,30,100,50,100,50,4,4,4,1,1
0,1,42,3,1,1,NA,85,0,50,50,100,50,4,4,4,1,1
1,1,52,3,15,NA,1,85,15,60,0,85,0,4,4,4,1,1
1,1,68,5,9,NA,1,100,15,70,50,70,40,4,4,4,1,0
0,1,35,2,11,1,1,85,50,50,50,50,50,3,1,4,1,1
0,1,35,3,9,1,1,85,50,NA,60,85,50,4,NA,4,1,1
1,1,37,7,16,1,1,100,0,85,40,85,15,4,NA,4,1,1
0,1,20,3,NA,1,1,100,30,85,15,100,15,4,NA,NA,1,1
1,2,59,3,10,0,0,85,60,NA,NA,85,40,4,NA,4,0,0
1,1,53,5,12,1,1,85,30,50,NA,85,0,4,4,4,1,NA
1,2,40,4,1,0,NA,50,30,30,0,60,15,4,4,4,NA,0
0,1,41,4,2,1,0,100,0,70,30,100,0,4,4,4,1,1
1,1,40,3,9,1,1,100,60,77,60,100,50,4,4,4,1,1
1,1,45,4,2,3,1,60,70,NA,NA,70,85,NA,NA,3,NA,0
1,1,20,3,NA,0,2,55,40,50,35,70,40,4,4,4,0,0
0,1,37,3,6,1,1,85,0,50,50,85,0,4,3,4,1,1
1,1,69,4,6,1,1,100,15,NA,50,60,0,4,4,4,1,1
1,1,88,3,NA,1,NA,60,30,NA,NA,85,40,NA,NA,4,1,1
0,1,51,3,10,1,1,60,30,50,NA,0,15,4,3,4,0,1
0,1,19,3,2,0,1,70,0,50,NA,100,50,4,4,4,1,0
1,1,23,2,14,1,1,85,50,NA,50,85,0,4,4,4,1,1
0,1,91,2,11,1,1,70,30,40,30,70,40,4,4,4,1,1
1,1,43,3,12,1,NA,85,15,70,30,85,15,4,4,4,1,1
0,1,64,3,15,1,1,85,0,50,NA,85,0,4,4,4,1,1
1,1,54,4,18,1,1,85,0,NA,40,60,0,4,4,4,1,0
1,2,48,4,9,1,1,100,0,100,0,100,0,4,4,4,1,0
1,2,64,3,6,1,1,85,30,85,NA,75,0,4,4,4,1,1
0,1,65,5,NA,1,1,90,0,70,0,90,0,4,4,4,1,1
1,1,63,3,19,1,1,70,50,50,50,50,50,4,NA,4,1,0
0,1,86,6,17,1,1,70,50,50,50,100,30,4,NA,4,1,1
0,1,51,5,3,1,NA,100,0,70,0,100,0,4,4,4,1,0
1,1,55,3,12,1,1,100,0,85,0,85,0,4,4,4,1,0
1,1,54,5,12,NA,1,70,15,NA,NA,70,50,4,4,4,1,1
1,1,26,6,7,1,NA,100,30,85,50,85,15,4,2,4,1,1
1,1,85,1,3,1,NA,100,50,NA,NA,100,50,4,4,4,1,1
0,1,37,3,17,1,1,85,30,60,40,70,40,4,NA,4,1,1
1,1,83,4,13,1,1,70,60,NA,60,85,60,4,4,4,1,1
0,1,56,5,NA,1,1,85,0,70,0,70,0,4,4,4,1,1
1,1,61,4,NA,1,1,85,15,70,40,85,0,4,NA,4,1,1
1,1,82,2,NA,0,1,30,50,NA,NA,50,30,4,4,4,1,1
1,1,40,3,12,1,1,100,15,85,0,85,0,4,4,4,1,1
1,2,NA,NA,NA,NA,2,40,60,NA,30,0,85,2,NA,1,NA,0
0,1,40,3,9,1,1,100,0,50,0,85,0,4,NA,4,0,0
1,0,57,3,23,1,1,60,15,60,0,NA,NA,4,4,4,0,1
0,0,80,7,17,1,1,60,0,60,0,70,30,4,4,4,1,0
1,0,69,2,6,1,1,100,0,100,NA,100,50,4,4,4,1,1
0,0,20,3,17,1,0,50,50,NA,NA,50,50,4,4,4,1,0
0,1,24,4,13,1,1,60,40,40,NA,50,50,4,2,3,0,1
1,0,24,4,14,1,1,100,30,60,30,60,50,4,4,4,1,1
1,0,23,3,21,1,1,85,40,NA,60,50,50,4,1,4,0,1
1,0,69,3,12,2,2,0,85,40,NA,85,70,4,2,2,0,0
1,2,32,3,19,1,NA,85,50,NA,60,100,15,4,NA,4,1,0
1,0,31,3,11,1,1,85,15,50,50,85,40,4,4,4,0,0
0,0,49,3,17,1,1,85,30,30,85,50,50,4,NA,4,1,0
0,0,48,3,17,2,0,30,30,50,50,50,50,4,4,4,0,1
0,0,68,3,13,2,0,60,85,50,70,60,60,4,4,4,NA,1
1,0,25,3,16,1,0,70,40,50,50,85,30,4,3,4,0,0
0,0,87,3,14,1,1,85,30,NA,30,100,0,4,4,4,1,1
1,0,39,3,17,3,0,40,0,NA,NA,50,60,4,4,4,1,1
0,0,38,4,17,2,1,30,60,NA,85,50,50,4,2,1,1,1
1,0,28,3,19,0,2,15,15,50,60,60,30,4,NA,4,0,0
0,0,26,3,17,2,0,70,70,NA,NA,50,50,4,4,4,0,1
0,1,27,3,NA,1,0,100,60,100,100,100,50,4,4,4,1,1
1,1,88,NA,7,1,1,90,75,NA,NA,100,50,NA,NA,4,1,1
1,1,50,3,13,1,1,85,0,NA,NA,70,0,4,4,4,1,1
1,2,55,NA,17,3,0,70,50,50,50,30,60,NA,NA,NA,1,1
0,0,50,5,18,2,0,60,50,50,70,0,15,2,3,4,0,1
1,0,25,4,14,2,NA,60,70,50,70,60,60,3,3,3,1,0
1,0,36,6,14,1,1,70,40,60,70,70,40,4,3,2,1,1
0,0,47,4,13,1,1,70,70,70,70,70,40,4,4,4,1,1
1,0,34,6,10,1,1,100,0,70,0,100,0,4,4,4,1,0
0,2,51,5,14,3,1,30,30,40,85,85,15,4,4,4,1,0
0,0,45,4,16,2,2,70,85,70,70,60,60,3,2,2,1,1
0,1,41,4,1,1,0,60,50,NA,40,70,30,4,3,4,1,1
1,0,33,5,NA,1,1,70,15,60,0,60,15,4,4,4,1,1
1,0,50,4,12,1,1,60,0,50,0,50,0,4,4,4,1,1
1,0,28,6,22,1,0,85,0,15,0,30,30,2,3,4,1,1
0,0,39,2,15,2,2,0,85,0,100,0,70,1,1,1,1,1
0,0,63,4,20,0,2,60,70,NA,50,70,60,4,4,2,0,1
1,0,37,6,19,1,1,70,40,50,0,60,15,4,3,4,1,1
0,0,52,6,18,3,2,60,60,60,60,50,50,3,3,2,1,0
1,0,80,4,9,3,1,60,70,85,60,60,60,4,3,4,0,0
1,0,74,3,17,0,1,60,60,70,50,50,40,4,4,4,1,1
1,1,40,5,14,1,1,85,15,60,30,85,15,4,2,4,1,1
1,0,44,6,21,1,1,100,40,85,40,85,50,4,3,4,1,1
1,0,31,7,25,2,2,49,70,50,75,49,65,2,2,2,1,1
0,0,93,3,12,2,2,30,60,NA,NA,40,70,3,2,3,0,0
1,0,58,6,25,2,2,40,70,50,70,50,50,3,2,2,0,1
0,0,48,5,22,2,2,15,100,15,100,15,100,1,1,1,1,0
1,0,64,4,23,1,1,100,15,100,15,100,0,4,4,4,1,0
1,0,91,3,15,2,2,50,75,35,75,35,60,1,NA,2,0,0
0,0,31,7,19,2,2,30,85,50,60,15,70,3,2,1,1,1
